Stop	StopName	Kommunenavn	Lon	Lat	PublicLineNo	Reisende	År
33471	Kråkefjellveien	Larvik	10,046462	59,061069	208	42	2024
32087	Skolegata nord	Holmestrand	10,321062	59,485357	021	42	2024
33191	Tjøllingvollen	Larvik	10,124583	59,055113	1116	42	2024
33944	Gon	Færder	10,397017	59,109944	022	42	2024
31594	Vollsåsen	Holmestrand	10,287349	59,501385	45	42	2024
33100	Paulidalen	Horten	10,381135	59,395022	1174	42	2024
34093	Briskeveien Nedre Haslevei	Sandefjord	10,239308	59,139635	139	42	2024
32958	Hvålsåsen	Sandefjord	10,306825	59,216532	1634	42	2024
33110	Tempokrysset	Sandefjord	10,212401	59,136409	1150	42	2024
33044	Høyjord	Sandefjord	10,119916	59,365839	124	42	2024
30992	Sandsvingen	Færder	10,427832	59,090024	02	42	2024
32018	Holtane	Færder	10,40202	59,144014	1609	42	2024
32815	Sundet	Larvik	10,047783	59,15492	215	42	2024
30872	Salongåsen	Holmestrand	10,212648	59,633963	95	42	2024
32437	Mørkassel	Holmestrand	10,355375	59,537693	93	42	2024
31854	Øhre øvre	Færder	10,425926	59,237959	1553	42	2024
33408	Fossan	Tønsberg	10,258449	59,385282	1520	42	2024
33734	Bergeråsen	Drammen	10,381466	59,548435	1815	42	2024
31215	Hasle Tjøllingveien	Larvik	10,182087	59,062834	1122	42	2024
30863	Sagmyra	Sandefjord	10,137902	59,214706	1221	42	2024
31557	Lersbryggen	Holmestrand	10,246139	59,57737	1809	42	2024
33323	Domsbru	Sandefjord	10,305828	59,21186	130	42	2024
31112	Severin Kjærs vei Tverrveien	Tønsberg	10,424421	59,278349	110	42	2024
33127	Jarberg syd	Tønsberg	10,282058	59,3254	121	42	2024
32605	Kverken	Larvik	10,063149	59,083364	215	42	2024
32226	Nykirke Bygdehus	Horten	10,371957	59,424003	02	41	2024
34031	Bregneveien	Færder	10,387688	59,236418	116A	41	2024
31917	Lønnebakken	Larvik	10,106201	59,053462	01	41	2024
33376	Dronningens gate	Sandefjord	10,220464	59,132023	135	41	2024
33589	Furulyveien	Tønsberg	10,499081	59,292074	116B	41	2024
31850	Låhneveien Ramnesveien	Tønsberg	10,329423	59,289903	121	41	2024
31830	Hof barnehage	Holmestrand	10,078182	59,537173	43	41	2024
33110	Tempokrysset	Sandefjord	10,212401	59,136409	139	41	2024
30742	Grusveien	Tønsberg	10,497348	59,287693	116B	41	2024
29611	Husumkrysset	Drammen	10,2509	59,6939	96	41	2024
31569	Lestestad	Tønsberg	10,427291	59,339947	02	41	2024
31461	Heimdalkrysset	Tønsberg	10,425403	59,273682	118	41	2024
32558	Sti	Sandefjord	10,13626	59,216715	1215	41	2024
31131	Stuerød	Tønsberg	10,403892	59,316283	021	41	2024
33745	Eklund	Sandefjord	10,336214	59,209909	1249	41	2024
31132	Vammen skole	Holmestrand	10,346227	59,535205	1817	41	2024
107305	Hovland mellom	Larvik	10,181137	59,050211	220	41	2024
30923	Tønsberg rutebilstasjon 1	Tønsberg	10,411606	59,26986	1571	41	2024
31482	Laskenkrysset	Sandefjord	10,18256	59,143899	1280	41	2024
106142	Klokkerjordet skole	Holmestrand	10,212441	59,586635	1805	41	2024
31586	Lia	Larvik	9,858389	58,974359	208	41	2024
30446	Presterødåsen øvre	Tønsberg	10,440834	59,281264	118	41	2024
32626	Fredrik Stangsgate vest	Sandefjord	10,296094	59,223277	129	41	2024
33144	Thor Heyerdahl vgs. II	Larvik	10,057465	59,049475	207	41	2024
33666	Berg syd Ramnes	Tønsberg	10,248289	59,356417	121	41	2024
103302	Bjunegrenda	Tønsberg	10,329986	59,332511	1512	41	2024
32300	Munkerekka	Færder	10,387682	59,250848	116A	41	2024
34090	Briskeveien	Larvik	10,05146	59,053093	210	41	2024
32570	Briskemoen	Larvik	9,969387	59,188414	214	40	2024
29590	Kobbervikdalen 86	Drammen	10,238581	59,70633	96	40	2024
34033	Breidablikk	Færder	10,455464	59,218859	1623	40	2024
33343	Annisrød	Larvik	9,976171	59,013326	1104	40	2024
30737	Rød	Tønsberg	10,450993	59,269459	115	40	2024
32268	Kleppan Nesveien	Sandefjord	10,090559	59,340657	1563	40	2024
33183	Tjodalyng skole	Larvik	10,125527	59,055209	1129	40	2024
32966	Sørby Kopstadveien	Tønsberg	10,300806	59,425347	1182	40	2024
31798	Åsrum	Larvik	10,073601	59,170484	1361	40	2024
33796	Gjerstad	Sandefjord	10,060105	59,235932	1216	40	2024
32474	Nanset	Larvik	10,041772	59,066244	214	40	2024
33643	Føyka	Larvik	10,038417	59,048352	1144	40	2024
30543	Gravdal verksted	Sandefjord	10,203128	59,303078	124	40	2024
30885	Sand	Drammen	10,386203	59,557895	93	40	2024
32154	Kjær søndre	Tønsberg	10,438401	59,34792	02	40	2024
34119	Fjordgløtt	Færder	10,386235	59,248184	1533	40	2024
34122	Bruserød søndre	Tønsberg	10,405702	59,302381	02	40	2024
30461	Pytterønningen	Færder	10,395199	59,119097	02	40	2024
33990	Farmandsveien	Tønsberg	10,406534	59,27589	120	40	2024
33166	Tingvoll	Sandefjord	10,202675	59,16355	01	40	2024
32126	Kjelleparken legevakt	Tønsberg	10,396554	59,284588	120	40	2024
30542	Torpkrysset	Sandefjord	10,093869	59,296046	1216	40	2024
32491	Stein	Sandefjord	10,307206	59,259136	01	40	2024
31827	Hof	Holmestrand	10,089467	59,529468	1908	40	2024
32034	Holtekjærtunet	Færder	10,406193	59,139309	02	40	2024
31982	Løveskogen	Larvik	10,142822	59,061912	221	40	2024
32852	Olsrødkrysset	Tønsberg	10,451598	59,274725	116	40	2024
32621	Kvistveien	Tønsberg	10,468949	59,289474	01	40	2024
30944	Sandefjord vgs.	Sandefjord	10,202927	59,133051	1250	40	2024
31916	Lønnebakken	Larvik	10,106041	59,053282	01	40	2024
32081	Kirkevoll	Tønsberg	10,278287	59,417673	1946	40	2024
31057	Vaktberg	Sandefjord	10,305117	59,209309	1634	39	2024
32223	Mosserød aldershjem	Sandefjord	10,209435	59,14651	139	39	2024
30913	Nordre Jarlsberg Brygge	Holmestrand	10,267523	59,566568	93	39	2024
31242	Skallist	Larvik	10,182028	59,073078	1122	39	2024
34157	Buerstad	Færder	10,424597	59,175277	112	39	2024
30651	Trevland	Sandefjord	10,126157	59,20639	1216	39	2024
34105	Brunla ungdomsskole	Larvik	10,019735	59,003108	1102	39	2024
31791	Lundebakken	Larvik	10,070069	59,031652	210	39	2024
107408	Gallisveien	Sandefjord	10,155444	59,235602	150	39	2024
106323	Huken	Larvik	9,982766	59,010043	1104	39	2024
30661	Grimestad	Færder	10,406019	59,136246	1572	39	2024
31300	Skaustubakken	Sandefjord	10,262082	59,133149	161	39	2024
31331	Vestad	Sandefjord	10,276999	59,137492	162	39	2024
32845	Olsrød park	Tønsberg	10,453167	59,275676	118	39	2024
33414	Fossheim	Sandefjord	10,248018	59,291362	1644	39	2024
32015	Skjerven	Larvik	10,01959	59,450577	214	39	2024
31610	Hemkrysset	Larvik	10,195322	59,069624	1118	39	2024
33751	Gjekstad	Sandefjord	10,27036	59,13007	161	39	2024
33939	Golfbanen Vear	Tønsberg	10,354724	59,251677	1640	39	2024
33950	Borgegrenda	Sandefjord	10,303035	59,253857	01	39	2024
31063	Sem	Tønsberg	10,33041	59,2827	1524	39	2024
32081	Kirkevoll	Tønsberg	10,278287	59,417673	1515	39	2024
32332	Solerød	Tønsberg	10,368913	59,368822	1184	39	2024
31539	Vivestad kirke	Tønsberg	10,132393	59,421842	124	39	2024
33580	Bekken	Larvik	10,01395	59,030333	01	39	2024
30873	Gullhaug	Holmestrand	10,257811	59,500177	1918	39	2024
32095	Melsom skole	Sandefjord	10,339631	59,231416	1636	38	2024
33212	Adal	Horten	10,417206	59,359721	1187	38	2024
30718	Tufte	Sandefjord	10,343105	59,236203	1626	38	2024
31058	Selvik skole	Holmestrand	10,279588	59,557509	1817	38	2024
31768	Hjemseng	Færder	10,442393	59,221504	1531	38	2024
31357	Haukerød Raveien	Sandefjord	10,192491	59,149144	150	38	2024
32619	Nordbyen	Larvik	10,046149	59,068774	1281	38	2024
31416	Langgrunn	Horten	10,463591	59,391016	1153	38	2024
99830	Larvik bibliotek	Larvik	10,032054	59,056057	03	38	2024
33325	Kilen	Tønsberg	10,436403	59,273415	118	38	2024
32988	Oserødveien	Færder	10,437418	59,206043	1557	38	2024
31532	Vivestad	Tønsberg	10,131076	59,423829	124	38	2024
33438	Auli	Tønsberg	10,341453	59,283759	121	38	2024
31283	Skauen	Færder	10,398581	59,187681	1605	38	2024
33665	Berg skole	Larvik	9,8733	58,98659	1306	38	2024
32455	Stadion	Holmestrand	10,302118	59,484089	47	38	2024
33165	Tingvoll	Sandefjord	10,201921	59,162752	1217	38	2024
33088	Innlaget Raveien	Sandefjord	10,195383	59,152109	01	38	2024
32095	Melsom skole	Sandefjord	10,339631	59,231416	129	38	2024
31069	Sem Lensberg	Tønsberg	10,32482	59,291523	1508	38	2024
33150	Jarlsberg travbane	Tønsberg	10,366829	59,28148	121	38	2024
32632	Fredrik Stangsgate øst	Sandefjord	10,300227	59,222629	1238	38	2024
32603	Storevar	Sandefjord	10,330791	59,201369	1249	38	2024
32113	Skorge	Sandefjord	10,224369	59,133557	138	37	2024
107562	Botne skole	Holmestrand	10,256352	59,496895	1926	37	2024
31600	Vårnes	Sandefjord	10,335528	59,204646	130	37	2024
30542	Torpkrysset	Sandefjord	10,093869	59,296046	124	37	2024
31828	Ødegården gamle Sørlandske	Holmestrand	10,247538	59,544395	1811	37	2024
33221	Agerup	Færder	10,447706	59,185969	112	37	2024
33990	Farmandsveien	Tønsberg	10,406534	59,27589	117	37	2024
33238	Alfheimveien	Færder	10,388964	59,254069	116A	37	2024
30592	Gressbanen	Tønsberg	10,414739	59,28255	1689	37	2024
33248	Kamfjordåsen	Sandefjord	10,254516	59,124048	168	37	2024
32475	Nanset	Larvik	10,041429	59,066063	214	37	2024
33593	Furustad	Sandefjord	10,180689	59,115959	134	37	2024
33194	Tjøme kommunehus	Færder	10,393927	59,110835	022	37	2024
33834	Gjærvåg søndre	Færder	10,390348	59,144686	022	37	2024
33913	Even Haug	Sandefjord	10,25081	59,127833	172	37	2024
33591	Bekkeveien	Færder	10,421624	59,24728	1553	37	2024
33194	Tjøme kommunehus	Færder	10,393927	59,110835	02	37	2024
32924	Syrstad	Tønsberg	10,332062	59,459344	1933	37	2024
31716	Hillestad	Holmestrand	10,189565	59,509137	1917	37	2024
33617	Fylkeshuset	Tønsberg	10,415538	59,26624	022	37	2024
33700	Ekely	Holmestrand	10,291178	59,49943	45	37	2024
33006	Oserødveien 131	Færder	10,437646	59,183551	1557	37	2024
33563	Bekkajordet	Horten	10,451351	59,43334	1192	37	2024
32844	Olsrød park	Tønsberg	10,453389	59,275673	118	37	2024
31710	Hildrebakken	Larvik	10,074959	59,027118	210	37	2024
31363	Haukerød skole	Sandefjord	10,187166	59,145912	150	37	2024
31838	Øgården	Sandefjord	10,215846	59,096072	01	37	2024
33916	Godaker	Holmestrand	10,251718	59,501277	47	37	2024
31984	Øvreveien	Færder	10,402259	59,248901	100	36	2024
33721	Gihle	Sandefjord	10,344596	59,240714	130	36	2024
30962	Gutugata 1	Holmestrand	10,231176	59,648168	95	36	2024
32195	Kjærås	Sandefjord	10,169209	59,288189	150	36	2024
34092	Briskeveien Nedre Haslevei	Sandefjord	10,239482	59,139607	138	36	2024
33886	Eplerød	Holmestrand	10,148039	59,559787	1916	36	2024
33480	Freberg	Sandefjord	10,270721	59,140697	162	36	2024
31887	Holm	Larvik	10,114667	59,107299	1361	36	2024
31095	Valleåsen	Tønsberg	10,265055	59,364167	121	36	2024
31513	Helgerød skole	Sandefjord	10,284879	59,148763	138	36	2024
31315	Verdun	Færder	10,455569	59,209826	113B	36	2024
107562	Botne skole	Holmestrand	10,256352	59,496895	1927	36	2024
33641	Berg Høyjord	Sandefjord	10,113547	59,360098	124	36	2024
33590	Bekkeveien	Færder	10,421737	59,247416	112	36	2024
31823	Ødegården Mågerøveien	Færder	10,426791	59,151112	1609	36	2024
31966	Løve bru	Larvik	10,153998	59,063217	220	36	2024
33505	Freste	Tønsberg	10,336442	59,322098	1512	36	2024
34161	Bugården	Færder	10,439619	59,223545	112	36	2024
30819	Rørkoll øst	Sandefjord	10,251265	59,214866	1659	36	2024
32773	Sukkeskogen	Sandefjord	10,140362	59,35767	124	36	2024
33110	Tempokrysset	Sandefjord	10,212401	59,136409	138	36	2024
33986	Borgheim ungdomsskole	Færder	10,406426	59,225812	1696	36	2024
33113	Peder Bogensgate	Sandefjord	10,208933	59,136136	1283	36	2024
29360	Tollboden	Drammen	10,221118	59,731572	96	36	2024
30833	Gudruns vei	Tønsberg	10,457563	59,277608	1656	36	2024
31645	Herstad	Færder	10,408041	59,236521	100	36	2024
32919	Syrbekk Hortensveien	Tønsberg	10,405933	59,293596	021	36	2024
31220	Vear låven	Tønsberg	10,358487	59,255123	1736	35	2024
32315	Klopp Heianveien	Tønsberg	10,301651	59,337594	1513	35	2024
33535	Barlindveien	Tønsberg	10,439455	59,278787	118	35	2024
32070	Meieriet	Sandefjord	10,198802	59,143028	1280	35	2024
32792	Sundbyfoss bru	Holmestrand	10,124557	59,515887	1909	35	2024
32682	Langbrekke	Sandefjord	10,197555	59,307682	124	35	2024
34104	Fjellvik	Sandefjord	10,234905	59,12371	1233	35	2024
32483	Nanset skole	Larvik	10,039382	59,063775	214	35	2024
104115	Nyveien	Holmestrand	10,321965	59,481167	45	35	2024
33564	Fugleviksveien	Larvik	10,006866	58,986881	1104	35	2024
34050	Fevang nord	Sandefjord	10,233381	59,199221	01	35	2024
30789	Rømminga Vestmarkveien	Larvik	10,031388	59,100705	1368	35	2024
32963	Sørby	Sandefjord	10,281411	59,234439	1644	35	2024
33701	Ekely	Holmestrand	10,29195	59,499477	45	35	2024
32586	Nevlunghavn	Larvik	9,863078	58,972576	1308	35	2024
33312	Andebu skole	Sandefjord	10,172605	59,305631	1602	35	2024
31297	Haugenkrysset	Larvik	9,943853	59,408698	1349	35	2024
32329	Sole	Sandefjord	10,307134	59,218746	130	35	2024
30912	Nordre Jarlsberg Brygge	Holmestrand	10,267622	59,566395	96	35	2024
34010	Brattbakken	Sandefjord	10,331311	59,227228	129	35	2024
31829	Ødegården gamle Sørlandske	Holmestrand	10,247366	59,544254	1811	35	2024
32441	Korsgården	Holmestrand	10,258353	59,470869	1918	35	2024
33906	Bokemoa skole	Sandefjord	10,290383	59,22087	1650	35	2024
31433	Langåker	Larvik	10,14383	59,123913	03	35	2024
32784	Sundby	Sandefjord	10,284365	59,237769	01	35	2024
31474	Vindlyveien	Larvik	10,074463	59,028619	210	35	2024
33660	Galleberg skole	Holmestrand	10,214603	59,627182	95	35	2024
33065	Teie torv	Færder	10,418661	59,251358	112	35	2024
31019	Sanne	Færder	10,399944	59,226617	116A	35	2024
31713	Åsbakken	Tønsberg	10,35312	59,294779	117	34	2024
33748	Bettumveien	Tønsberg	10,251389	59,419164	120	34	2024
32221	Sletten	Holmestrand	10,24456	59,503753	1918	34	2024
31568	Lestestad	Tønsberg	10,428171	59,340628	02	34	2024
33349	Flåtan	Holmestrand	10,211953	59,658984	97	34	2024
31610	Hemkrysset	Larvik	10,195322	59,069624	1122	34	2024
31744	Himberg	Larvik	10,138943	59,104211	134	34	2024
32284	Snekkestad	Holmestrand	10,347273	59,461838	02	34	2024
33387	Askeskogen	Larvik	9,938011	58,991849	1100	34	2024
33039	Tanum ungdomsskole	Larvik	9,97576	59,02671	1304	34	2024
32287	Klevjerhagen	Holmestrand	10,211548	59,646568	95	34	2024
34060	Fevang syd	Sandefjord	10,230181	59,194481	1205	34	2024
31572	Hellesmo	Færder	10,403661	59,070741	022	34	2024
33867	Glenne Sandeveien	Horten	10,444208	59,382008	70	34	2024
32264	Mulvika	Holmestrand	10,340211	59,468351	02	34	2024
32121	Kjelle	Tønsberg	10,403197	59,279953	121	34	2024
32626	Fredrik Stangsgate vest	Sandefjord	10,296094	59,223277	1641	34	2024
31375	Skjeggestadåsen	Tønsberg	10,289882	59,354161	121	34	2024
31094	Sem skole	Tønsberg	10,332746	59,285219	1700	34	2024
31030	Utkleiv	Larvik	9,899296	59,30816	1342	34	2024
30611	Torød kirke	Færder	10,443138	59,18144	1554	34	2024
34172	Buskveien	Tønsberg	10,468116	59,272637	116	34	2024
107562	Botne skole	Holmestrand	10,256352	59,496895	1925	34	2024
29347	Knoffs gate	Drammen	10,206816	59,736769	96	34	2024
102694	Horten vgs.	Horten	10,489056	59,420794	02	34	2024
31056	Vaktberg	Sandefjord	10,304883	59,209139	138	34	2024
31742	Åsenveien	Tønsberg	10,441228	59,275518	118	34	2024
32599	Store Bergan skole	Sandefjord	10,207171	59,101057	1234	34	2024
30863	Sagmyra	Sandefjord	10,137902	59,214706	1237	34	2024
30915	Gurann	Holmestrand	10,252182	59,485819	1918	34	2024
32147	Skrenten	Horten	10,410952	59,384801	1187	33	2024
31557	Lersbryggen	Holmestrand	10,246139	59,57737	1827	33	2024
32018	Holtane	Færder	10,40202	59,144014	02	33	2024
31689	Linerleveien Kjernåsveien	Færder	10,396553	59,241285	100	33	2024
29350	Treschows gate	Drammen	10,214101	59,73464	96	33	2024
33057	Høyjord skole	Sandefjord	10,137693	59,366883	1598	33	2024
32572	Neshaugen	Holmestrand	10,182234	59,50701	1917	33	2024
31386	Skjelbred	Sandefjord	10,118741	59,375492	1569	33	2024
33057	Høyjord skole	Sandefjord	10,137693	59,366883	1597	33	2024
33722	Berger gård	Drammen	10,373323	59,545542	93	33	2024
33521	Fritzøe Brygge	Larvik	10,02073	59,050435	1107	33	2024
31897	Løkka	Larvik	9,87168	59,131239	207	33	2024
32895	Svinevoll	Tønsberg	10,238011	59,415591	121	33	2024
31319	Haugsjordet	Færder	10,398012	59,121793	1576	33	2024
33253	Kanalen	Tønsberg	10,415605	59,259639	112	33	2024
30868	Gullhaug	Holmestrand	10,256821	59,500458	1929	33	2024
33121	Tenvik brygge	Færder	10,365639	59,174627	1546	33	2024
33077	Indre havn	Sandefjord	10,24013	59,128108	1151	33	2024
31724	Åsen Hedrumveien	Larvik	10,070563	59,111883	1366	33	2024
32373	Solliveien	Larvik	10,018381	59,016812	206	33	2024
34033	Breidablikk	Færder	10,455464	59,218859	113B	33	2024
32451	Nalum	Larvik	9,982125	58,991185	1104	33	2024
31628	Hengsrød	Tønsberg	10,305203	59,392414	126	33	2024
33464	Bakke rv. 310	Horten	10,352124	59,421383	74	33	2024
33119	Jahres fabrikker	Sandefjord	10,236967	59,108117	03	33	2024
32467	Namløsskogen	Sandefjord	10,290832	59,097503	162	33	2024
33054	Paaskesgate	Horten	10,46007	59,424824	74	33	2024
32391	Solnes	Sandefjord	10,335876	59,214639	1644	33	2024
31838	Øgården	Sandefjord	10,215846	59,096072	1121	33	2024
32058	Maurstien	Sandefjord	10,265739	59,132273	161	33	2024
34059	Fevang syd	Sandefjord	10,230876	59,194778	01	33	2024
31220	Vear låven	Tønsberg	10,358487	59,255123	1636	33	2024
32354	Solhøyden	Horten	10,39867	59,436112	02	33	2024
33529	Barlin	Holmestrand	10,314462	59,479814	46	33	2024
33793	Bjerkøya	Holmestrand	10,340646	59,534149	1817	32	2024
33438	Auli	Tønsberg	10,341453	59,283759	01	32	2024
32215	Kjøpmannskjær syd	Færder	10,381635	59,169803	02	32	2024
30550	Torstrand	Larvik	10,055733	59,045929	01	32	2024
31797	Lundskogen	Sandefjord	10,299624	59,248509	01	32	2024
33211	Tjøme ungdomsskole	Færder	10,396148	59,121226	1664	32	2024
31344	Haukerød	Sandefjord	10,191681	59,147346	150	32	2024
30648	Grevle aldershjem	Larvik	10,021567	58,988561	01	32	2024
33676	Ekeberg	Holmestrand	10,309688	59,479773	42	32	2024
32748	Hortenspiken	Horten	10,447349	59,438708	02	32	2024
32134	Midtløkken	Tønsberg	10,412392	59,272055	021	32	2024
32970	Oseberg	Tønsberg	10,452324	59,309741	1537	32	2024
33661	Berg nord Ramnes	Tønsberg	10,253608	59,360709	121	32	2024
32049	Skogan	Sandefjord	10,293991	59,080353	162	32	2024
32606	Kverken	Larvik	10,063554	59,083227	1281	32	2024
33195	Tjøme kommunehus	Færder	10,392551	59,111765	022	32	2024
32435	Sprintveien nord	Sandefjord	10,180416	59,133843	135	32	2024
33078	Indre havn	Sandefjord	10,239486	59,128108	168	32	2024
33476	Ebbestad	Drammen	10,393729	59,622218	1816	32	2024
33616	Fylkeshuset	Tønsberg	10,416911	59,265194	100	32	2024
32533	Kråkåsveien	Sandefjord	10,244527	59,141166	138	32	2024
32088	Melsom skole	Sandefjord	10,339377	59,231526	1626	32	2024
33074	Pande syd	Tønsberg	10,317855	59,301748	121	32	2024
33441	Framnes Rødvang	Sandefjord	10,233252	59,117535	168	32	2024
29357	Mads Wiels plass	Drammen	10,217712	59,73335	96	32	2024
32029	Holtefjell	Larvik	10,143184	59,020759	220	32	2024
33566	Bekkajordet	Horten	10,451005	59,433441	1900	32	2024
31123	Sevika	Færder	10,391218	59,178838	1605	32	2024
33065	Teie torv	Færder	10,418661	59,251358	100	32	2024
32591	Stokke ungdomsskole snuplass	Sandefjord	10,276667	59,220078	1730	32	2024
31853	Hogsnesbakken	Tønsberg	10,366134	59,27073	1626	32	2024
30448	Prinsegata	Larvik	10,03148	59,051082	214	32	2024
31554	Volden	Tønsberg	10,495415	59,312362	1540	32	2024
33926	Gogstadhaugen	Sandefjord	10,254359	59,140164	163	31	2024
102383	Bjerkely skole	Tønsberg	10,364898	59,386329	1183	31	2024
32201	Skåtanlia	Larvik	9,93987	59,28334	215	31	2024
33529	Barlin	Holmestrand	10,314462	59,479814	45	31	2024
32134	Midtløkken	Tønsberg	10,412392	59,272055	1593	31	2024
31754	Lofterød Kirkeveien	Færder	10,405584	59,195645	02	31	2024
31862	Øhrebekken	Færder	10,428802	59,235015	113B	31	2024
33990	Farmandsveien	Tønsberg	10,406534	59,27589	124	31	2024
33569	Eidsfoss	Holmestrand	10,037277	59,596041	43	31	2024
33451	Døvlehamna	Sandefjord	10,160154	59,302523	124	31	2024
33087	Innlaget Raveien	Sandefjord	10,195103	59,152103	01	31	2024
31410	Skjerpetoppen	Færder	10,369428	59,181842	02	31	2024
32358	Knausen	Larvik	10,05337	59,074197	214	31	2024
31414	Hegg vestre	Holmestrand	10,174705	59,49455	1917	31	2024
31506	Virik skole	Sandefjord	10,204837	59,124941	1201	31	2024
31504	Laskenveien Grønnåsveien	Sandefjord	10,203183	59,135936	161	31	2024
33925	Gogstadhaugen	Sandefjord	10,25305	59,140222	163	31	2024
32591	Stokke ungdomsskole snuplass	Sandefjord	10,276667	59,220078	1643	31	2024
33154	Bølum	Holmestrand	10,213175	59,630809	95	31	2024
32591	Stokke ungdomsskole snuplass	Sandefjord	10,276667	59,220078	1726	31	2024
107380	Eidstoppen	Holmestrand	10,045731	59,589765	43	31	2024
33779	Elgestad	Færder	10,408741	59,23264	100	31	2024
30466	Granholmen	Sandefjord	10,214488	59,092034	1264	31	2024
33674	Bergan	Færder	10,437999	59,209622	113B	31	2024
32558	Sti	Sandefjord	10,13626	59,216715	150	31	2024
32208	Skåum	Sandefjord	10,245105	59,276986	129	31	2024
32182	Skånesvingen	Horten	10,394793	59,430687	02	31	2024
33473	Bakke rv. 35	Tønsberg	10,25409	59,398198	121	31	2024
32456	Stadion	Holmestrand	10,302325	59,484191	47	31	2024
108608	Kvelde sykehjem	Larvik	9,968805	59,193253	214	31	2024
31227	Skalleberg søndre	Larvik	10,160476	59,079569	1116	31	2024
32909	Tønsberg sykehus	Tønsberg	10,417558	59,272913	118	31	2024
33515	Fritsø	Tønsberg	10,395027	59,320902	117	31	2024
32992	Tandstad	Færder	10,418863	59,233322	100	31	2024
31091	Vallekjær	Færder	10,419842	59,150496	1609	31	2024
33958	Gran Vassås	Holmestrand	10,095754	59,480312	44	30	2024
31131	Stuerød	Tønsberg	10,403892	59,316283	023	30	2024
30633	Ringveien Rosenlundveien	Sandefjord	10,215592	59,148569	138	30	2024
30946	Sandefjord vgs. II	Sandefjord	10,201219	59,131996	162	30	2024
31891	Løken	Holmestrand	10,172116	59,52376	1916	30	2024
33445	Ausrød	Larvik	10,031199	58,994981	01	30	2024
31041	Habakken	Larvik	9,857469	59,030852	1307	30	2024
33423	Auen	Holmestrand	10,095685	59,471231	44	30	2024
107562	Botne skole	Holmestrand	10,256352	59,496895	1921	30	2024
33729	Gildbuveien	Sandefjord	10,249647	59,145119	138	30	2024
32917	Hvitstein	Holmestrand	10,300646	59,486576	46	30	2024
33986	Borgheim ungdomsskole	Færder	10,406426	59,225812	1587	30	2024
29630	Sagatun	Drammen	10,2492	59,6805	96	30	2024
33353	Flåtten nord	Sandefjord	10,16156	59,31792	1503	30	2024
33112	Peder Bogensgate	Sandefjord	10,208726	59,135944	161	30	2024
33146	Jarlsberg travbane	Tønsberg	10,36761	59,281715	124	30	2024
30555	Revetal ungdomsskole	Tønsberg	10,266313	59,374104	1521	30	2024
33555	Fugleveien Flaggspettveien	Færder	10,397845	59,244745	100	30	2024
31805	Hjertnespromenaden	Sandefjord	10,22348	59,129596	1233	30	2024
33259	Einerveien	Larvik	10,008352	59,052767	207	30	2024
31966	Løve bru	Larvik	10,153998	59,063217	221	30	2024
33391	Dunihagen	Holmestrand	10,222211	59,582853	93	30	2024
31358	Vestfjordveien 13	Færder	10,402941	59,243688	100	30	2024
32543	Nes	Sandefjord	10,088368	59,328884	124	30	2024
31863	Øhrebekken	Færder	10,42796	59,236097	112	30	2024
103589	Ratoppen	Larvik	10,097361	59,089728	1116	30	2024
32085	Skolegata nord	Holmestrand	10,32171	59,485225	02	30	2024
32490	Napperød	Sandefjord	10,175928	59,176573	1215	30	2024
32492	Stein	Sandefjord	10,306404	59,258471	01	30	2024
33294	Amundrødveien Kjærnåsveien	Færder	10,387801	59,240069	1533	29	2024
33881	Blåskjellveien syd	Færder	10,456108	59,213515	1553	29	2024
32081	Kirkevoll	Tønsberg	10,278287	59,417673	1943	29	2024
33815	Gjone vekta	Larvik	9,99523	59,170445	1352	29	2024
31584	Hem	Larvik	10,201358	59,077022	1121	29	2024
32958	Hvålsåsen	Sandefjord	10,306825	59,216532	1651	29	2024
33332	Angjelaveien	Sandefjord	10,245448	59,127757	168	29	2024
30551	Torstrand	Larvik	10,054035	59,046202	210	29	2024
33733	Ekenesstokken	Færder	10,435829	59,228165	1614	29	2024
32526	Steinsholt Stranda	Larvik	9,883296	59,30797	1330	29	2024
34012	Bratthagen	Larvik	9,946086	59,023359	208	29	2024
107412	Holm Kvelde	Larvik	9,999731	59,190348	1343	29	2024
31125	Halle	Larvik	9,918734	59,020475	208	29	2024
107455	Andebu næringspark	Sandefjord	10,262801	59,268185	124	29	2024
31063	Sem	Tønsberg	10,33041	59,2827	1709	29	2024
32386	Kolberg	Færder	10,410691	59,244594	1622	29	2024
32423	Kopstadkrysset Galleberg	Holmestrand	10,21525	59,616602	95	29	2024
32963	Sørby	Sandefjord	10,281411	59,234439	1648	29	2024
32610	Storevartoppen	Sandefjord	10,324378	59,20168	1634	29	2024
32628	Kværne	Sandefjord	10,275478	59,284059	1644	29	2024
31223	Skalleberg nordre	Larvik	10,164101	59,085123	1127	29	2024
30611	Torød kirke	Færder	10,443138	59,18144	1557	29	2024
30428	Granerød	Sandefjord	10,198461	59,129948	03	29	2024
34064	Brekke landhandel	Larvik	9,989617	58,987148	206	29	2024
31108	Vallø kapell	Tønsberg	10,488697	59,266723	115	29	2024
32712	Brekkedalen	Holmestrand	10,059373	59,573228	43	29	2024
31244	Hauan	Sandefjord	10,177795	59,326754	124	29	2024
32732	Nyrønninga	Tønsberg	10,488152	59,288464	1538	29	2024
