Kommunenummer;Kommune;Botid i Norge;År;Verdensregion;Enhet;Antall
4649;Stad;5-9 år;2020;Alle;Personer;261
4650;Gloppen;5-9 år;2020;Alle;Personer;165
4651;Stryn;5-9 år;2020;Alle;Personer;351
5001;Trondheim (f.o.m. 2020);5-9 år;2020;Alle;Personer;6652
5006;Steinkjer (f.o.m. 2020);5-9 år;2020;Alle;Personer;520
5007;Namsos (f.o.m. 2020);5-9 år;2020;Alle;Personer;333
5014;Frøya;5-9 år;2020;Alle;Personer;432
5020;Osen;5-9 år;2020;Alle;Personer;17
5021;Oppdal;5-9 år;2020;Alle;Personer;197
5022;Rennebu;5-9 år;2020;Alle;Personer;58
5025;Røros;5-9 år;2020;Alle;Personer;89
5026;Holtålen;5-9 år;2020;Alle;Personer;29
5027;Midtre Gauldal;5-9 år;2020;Alle;Personer;335
5028;Melhus;5-9 år;2020;Alle;Personer;419
5029;Skaun;5-9 år;2020;Alle;Personer;146
5031;Malvik;5-9 år;2020;Alle;Personer;371
5032;Selbu;5-9 år;2020;Alle;Personer;75
5033;Tydal;5-9 år;2020;Alle;Personer;9
5034;Meråker;5-9 år;2020;Alle;Personer;88
5035;Stjørdal;5-9 år;2020;Alle;Personer;581
5036;Frosta;5-9 år;2020;Alle;Personer;88
5037;Levanger;5-9 år;2020;Alle;Personer;461
5038;Verdal;5-9 år;2020;Alle;Personer;278
5041;Snåsa;5-9 år;2020;Alle;Personer;27
5042;Lierne;5-9 år;2020;Alle;Personer;31
5043;Røyrvik;5-9 år;2020;Alle;Personer;7
5044;Namsskogan;5-9 år;2020;Alle;Personer;16
5045;Grong;5-9 år;2020;Alle;Personer;63
5046;Høylandet;5-9 år;2020;Alle;Personer;13
5047;Overhalla;5-9 år;2020;Alle;Personer;102
5049;Flatanger;5-9 år;2020;Alle;Personer;43
5052;Leka;5-9 år;2020;Alle;Personer;15
5053;Inderøy;5-9 år;2020;Alle;Personer;125
5054;Indre Fosen;5-9 år;2020;Alle;Personer;235
5055;Heim;5-9 år;2020;Alle;Personer;116
5056;Hitra (f.o.m. 2020);5-9 år;2020;Alle;Personer;315
5057;Ørland (f.o.m. 2020);5-9 år;2020;Alle;Personer;191
5058;Åfjord (f.o.m. 2020);5-9 år;2020;Alle;Personer;108
5059;Orkland;5-9 år;2020;Alle;Personer;385
5060;Nærøysund;5-9 år;2020;Alle;Personer;289
5061;Rindal;5-9 år;2020;Alle;Personer;17
5401;;5-9 år;2020;Alle;Personer;2771
5402;;5-9 år;2020;Alle;Personer;657
5403;;5-9 år;2020;Alle;Personer;494
5404;;5-9 år;2020;Alle;Personer;87
5405;;5-9 år;2020;Alle;Personer;203
5406;;5-9 år;2020;Alle;Personer;626
5411;;5-9 år;2020;Alle;Personer;62
5412;;5-9 år;2020;Alle;Personer;80
5413;;5-9 år;2020;Alle;Personer;44
5414;;5-9 år;2020;Alle;Personer;42
5415;;5-9 år;2020;Alle;Personer;15
5416;;5-9 år;2020;Alle;Personer;48
5417;;5-9 år;2020;Alle;Personer;61
5418;;5-9 år;2020;Alle;Personer;161
5419;;5-9 år;2020;Alle;Personer;83
5420;;5-9 år;2020;Alle;Personer;11
5421;;5-9 år;2020;Alle;Personer;484
5422;;5-9 år;2020;Alle;Personer;126
5423;;5-9 år;2020;Alle;Personer;85
5424;;5-9 år;2020;Alle;Personer;35
5425;;5-9 år;2020;Alle;Personer;24
5426;;5-9 år;2020;Alle;Personer;27
5427;;5-9 år;2020;Alle;Personer;141
5428;;5-9 år;2020;Alle;Personer;75
5429;;5-9 år;2020;Alle;Personer;17
5430;;5-9 år;2020;Alle;Personer;46
5432;;5-9 år;2020;Alle;Personer;27
5433;;5-9 år;2020;Alle;Personer;82
5434;;5-9 år;2020;Alle;Personer;61
5435;;5-9 år;2020;Alle;Personer;189
5436;;5-9 år;2020;Alle;Personer;89
5437;;5-9 år;2020;Alle;Personer;32
5438;;5-9 år;2020;Alle;Personer;59
5439;;5-9 år;2020;Alle;Personer;117
5440;;5-9 år;2020;Alle;Personer;60
5441;;5-9 år;2020;Alle;Personer;72
5442;;5-9 år;2020;Alle;Personer;12
5443;;5-9 år;2020;Alle;Personer;204
5444;;5-9 år;2020;Alle;Personer;378
0301;Oslo;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;64624
1101;Eigersund;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;796
1103;Stavanger;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;12111
1106;Haugesund;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;2773
1108;Sandnes (f.o.m. 2020);Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;6989
1111;Sokndal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;127
1112;Lund;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;117
1114;Bjerkreim;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;181
1119;Hå;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1553
1120;Klepp;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1483
1121;Time;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;939
1122;Gjesdal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;959
1124;Sola;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;2491
1127;Randaberg;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;632
1130;Strand;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;601
1133;Hjelmeland;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;226
1134;Suldal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;212
1135;Sauda;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;190
1144;Kvitsøy;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;31
1145;Bokn;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;59
1146;Tysvær;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;454
1149;Karmøy;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;2113
1151;Utsira;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;11
1160;Vindafjord;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;761
1505;Kristiansund;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1311
1506;Molde (f.o.m. 2020);Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1605
1507;Ålesund (f.o.m. 2020, t.o.m. 2023);Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;5177
1511;Vanylven;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;131
1514;Sande (Møre og Romsdal);Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;374
1515;Herøy (Møre og Romsdal);Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;728
1516;Ulstein;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;705
1517;Hareid;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;496
1520;Ørsta;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;473
1525;Stranda;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;611
1528;Sykkylven;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;531
1531;Sula;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;747
1532;Giske;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;612
1535;Vestnes;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;461
1539;Rauma;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;497
1547;Aukra;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;254
1554;Averøy;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;383
1557;Gjemnes;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;160
1560;Tingvoll;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;137
1563;Sunndal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;146
1566;Surnadal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;167
1573;Smøla;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;186
1576;Aure;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;208
1577;Volda (f.o.m. 2020);Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;461
1578;Fjord;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;244
1579;Hustadvika;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;724
1804;Bodø;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;2011
1806;Narvik (f.o.m. 2020);Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1134
1811;Bindal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;27
1812;Sømna;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;44
1813;Brønnøy;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;218
1815;Vega;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;34
1816;Vevelstad;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;14
1818;Herøy (Nordland);Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;149
1820;Alstahaug;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;284
1822;Leirfjord;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;63
1824;Vefsn;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;321
1825;Grane;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;102
1826;Hattfjelldal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;43
1827;Dønna;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;41
1828;Nesna;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;111
1832;Hemnes;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;134
1833;Rana;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;852
1834;Lurøy;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;103
1835;Træna;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;70
1836;Rødøy;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;33
1837;Meløy;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;198
1838;Gildeskål;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;134
1839;Beiarn;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;13
1840;Saltdal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;147
1841;Fauske;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;292
1845;Sørfold;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;88
1848;Steigen;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;153
1851;Lødingen;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;96
1853;Evenes;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;49
1856;Røst;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;25
1857;Værøy;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;104
1859;Flakstad;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;76
1860;Vestvågøy;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;519
1865;Vågan;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;727
1866;Hadsel;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;316
1867;Bø (Nordland);Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;89
1868;Øksnes;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;392
1870;Sortland;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;338
1871;Andøy;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;201
1874;Moskenes;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;148
1875;Hamarøy (f.o.m. 2020);Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;156
3001;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1723
3002;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;3269
3003;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;3098
3004;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;4290
3005;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;7818
3006;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1856
3007;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1874
3011;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;148
3012;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;36
3013;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;182
3014;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;3355
3015;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;258
3016;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;502
3017;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;634
3018;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;507
3019;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1289
3020;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;4059
3021;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;2045
3022;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1135
3023;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1614
3024;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;11667
3025;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;8592
3026;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1414
3027;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1464
3028;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;992
3029;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;3255
3030;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;6942
3031;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1699
3032;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;613
3033;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;3869
3034;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1734
3035;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1847
3036;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1624
3037;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;179
3038;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;600
3039;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;68
3040;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;215
3041;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;332
3042;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;457
3043;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;266
3044;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;554
3045;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;211
3046;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;211
3047;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;790
3048;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1518
3049;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;2456
3050;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;150
3051;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;49
3052;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;134
3053;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;374
3054;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;461
3401;Kongsvinger;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;794
3403;Hamar;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1366
3405;Lillehammer;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1321
3407;Gjøvik;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1344
3411;Ringsaker;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1918
3412;Løten;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;353
3413;Stange;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1003
3414;Nord-Odal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;150
3415;Sør-Odal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;366
3416;Eidskog;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;268
3417;Grue;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;210
3418;Åsnes;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;257
3419;Våler (Hedm.);Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;217
3420;Elverum;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;812
3421;Trysil;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;531
3422;Åmot;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;204
3423;Stor-Elvdal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;163
3424;Rendalen;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;64
3425;Engerdal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;62
3426;Tolga;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;87
3427;Tynset;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;324
3428;Alvdal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;77
3429;Folldal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;52
3430;Os (Hedm.);Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;137
3431;Dovre;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;125
3432;Lesja;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;114
3433;Skjåk;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;68
3434;Lom;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;59
3435;Vågå;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;80
3436;Nord-Fron;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;185
3437;Sel;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;152
3438;Sør-Fron;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;223
3439;Ringebu;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;284
3440;Øyer;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;319
3441;Gausdal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;263
3442;Østre Toten;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;783
3443;Vestre Toten;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;483
3446;Gran;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;482
3447;Søndre Land;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;237
3448;Nordre Land;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;242
3449;Sør-Aurdal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;126
3450;Etnedal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;49
3451;Nord-Aurdal;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;345
3452;Vestre Slidre;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;101
3453;Øystre Slidre;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;236
3454;Vang;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;165
3801;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1529
3802;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1815
3803;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;3386
3804;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;4816
3805;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;2724
3806;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1527
3807;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;2518
3808;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;629
3811;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1389
3812;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;59
3813;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;436
3814;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;503
3815;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;192
3816;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;374
3817;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;633
3818;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;275
3819;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;55
3820;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;144
3821;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;129
3822;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;103
3823;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;84
3824;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;110
3825;;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;177
4201;Risør;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;307
4202;Grimstad;Alle;2020;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1371
