Skoleår;Skole;Utdanningstype;Utdanningsprogram;Nivå;Fagkode;Fag;Antall elever;Karaktersnitt årsslutt;Avvik Stp-Eks
2017/18;Greveskogen videregående skole;SF;MD;vg 3;HIS1002;Historie vg3 studieforberedende utdanningsprogram;30;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;MUS2009;Instruksjon og ledelse;17;3,50;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;MUS2003;Instrument, kor, samspill 1;17;4,45;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;MUS2004;Instrument, kor, samspill 2;17;3,00;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;FSP5035;Italiensk I+II;1;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;KDA2002;Kunst og visuelle virkemidler 2;1;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 1;MDD3002;Lytting;14;4,85;-
2017/18;Greveskogen videregående skole;SF;MD;vg 1;MAT1011;Matematikk 1P;27;3,38;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;MAT1011;Matematikk 1P;1;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 1;MAT1013;Matematikk 1T;9;3,25;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;MAT1015;Matematikk 2P;33;4,55;-1,44
2017/18;Greveskogen videregående skole;SF;MD;vg 3;MAT1015;Matematikk 2P;2;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 1;MDD3004;Musikk;14;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;MUS3001;Musikk fordypning 1;16;5,27;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;MUS3003;Musikk fordypning 2;14;5,05;-0,58
2017/18;Greveskogen videregående skole;SF;MD;vg 2;MUS2005;Musikk i perspektiv 1;17;-;0,13
2017/18;Greveskogen videregående skole;SF;MD;vg 3;MUS2007;Musikk i perspektiv 2;17;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 1;MDD2001;Musikk, dans og drama;30;4,28;-
2017/18;Greveskogen videregående skole;SF;MD;vg 1;NAT1002;Naturfag, vg1 studieforberedende utdanningsprogram;30;4,24;-
2017/18;Greveskogen videregående skole;SF;MD;vg 1;NOR1201;Norsk hovedmål, vg1 studieforberedende utdanningsprogram, skriftlig;30;5,13;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;33;4,59;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;30;4,16;-1,15
2017/18;Greveskogen videregående skole;SF;MD;vg 3;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;30;4,40;-1,00
2017/18;Greveskogen videregående skole;SF;MD;vg 1;NOR1202;Norsk sidemål, vg1 studieforberedende utdanningsprogram, skriftlig;30;4,75;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;33;4,79;-
2017/18;Greveskogen videregående skole;SF;MD;vg 1;NOR1203;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;30;4,67;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;33;4,12;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;30;5,21;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;REL1001;Religion og etikk;30;4,52;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;SAF1001;Samfunnsfag;33;3,73;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;DAN2003;Scenisk dans 1;2;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;FSP5092;Spansk I;3;4,64;-
2017/18;Greveskogen videregående skole;SF;MD;vg 1;FSP5091;Spansk I, 1. år;2;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;FSP5098;Spansk I+II;2;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;FSP5095;Spansk II;12;4,09;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;FSP5095;Spansk II;2;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 1;FSP5094;Spansk II, 1. år;6;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;FSP5099;Spansk II, muntlig;4;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;DRA2005;Teater i perspektiv 1;16;3,96;-0,17
2017/18;Greveskogen videregående skole;SF;MD;vg 3;DRA2007;Teater i perspektiv 2;12;2,87;0,00
2017/18;Greveskogen videregående skole;SF;MD;vg 3;DRA2008;Teater i perspektiv 2, muntlig-praktisk;6;4,14;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;DRA2001;Teater og bevegelse 1;16;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;DRA2002;Teater og bevegelse 2;12;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 1;MDD3005;Teaterensemble;16;4,08;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;DRA2003;Teaterproduksjon 1;16;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;DRA2004;Teaterproduksjon 2;12;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;DRA3001;Teaterproduksjon fordypning 1;15;4,77;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;DRA3002;Teaterproduksjon fordypning 2;11;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;FSP5119;Tysk I;5;3,00;-
2017/18;Greveskogen videregående skole;SF;MD;vg 1;FSP5118;Tysk I, 1. år;10;4,38;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;FSP5125;Tysk I+II;4;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;FSP5122;Tysk II;2;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 1;FSP5121;Tysk II, 1. år;4;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 2;FSP5126;Tysk II, muntlig;1;-;-
2017/18;Greveskogen videregående skole;SF;MD;vg 3;FSP5126;Tysk II, muntlig;2;3,93;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;SSA1005;Administrasjon og økonomi;1;-;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;ISF2002;Bruker- og driftsstøtte;1;-;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;ISF2001;Drift og vedlikehold;1;-;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;HIS1002;Historie vg3 studieforberedende utdanningsprogram;1;-;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;KRO1006;Kroppsøving vg3;1;-;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;SSA1006;Markedsføring og salg;1;-;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;NOR1406;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, muntlig;1;-;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;NOR1405;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, skriftlig;1;3,33;-2,00
2017/18;Greveskogen videregående skole;PB;PB;vg 3;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;6;5,40;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;6;4,00;-0,67
2017/18;Greveskogen videregående skole;PB;PB;vg 3;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;7;-;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;6;3,67;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;6;2,60;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;6;5,33;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;REL1001;Religion og etikk;1;-;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;SSA1007;Sikkerhet og transport;1;-;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;ISF2003;Virksomhetsstøtte;1;-;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;YFF4106;Yrkesfaglig fordypning vg1;1;-;-
2017/18;Greveskogen videregående skole;PB;PB;vg 3;YFF4204;Yrkesfaglig fordypning vg2;5;3,67;-
2017/18;Greveskogen videregående skole;YF;RM;vg 1;RMF1003;Bransje, fag og miljø;30;2,94;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;MFG2003;Bransje, fag og miljø;9;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;RMF1003;Bransje, fag og miljø;1;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 1;ENG1001;Engelsk, vg1 yrkesfaglige utdanningprogram;30;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;ENG1001;Engelsk, vg1 yrkesfaglige utdanningprogram;1;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;19;3,08;-
2017/18;Greveskogen videregående skole;YF;RM;vg 1;RMF1002;Kosthold og livsstil;30;3,36;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;RMF1002;Kosthold og livsstil;1;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;RFG2002;Kosthold, ernæring og helse;9;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 1;KRO1004;Kroppsøving vg1;30;4,86;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;KRO1005;Kroppsøving vg2;18;3,40;-
2017/18;Greveskogen videregående skole;YF;RM;vg 1;MAT1001;Matematikk 1P-Y;29;4,00;-0,30
2017/18;Greveskogen videregående skole;YF;RM;vg 2;MAT1001;Matematikk 1P-Y;2;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;MAT1015;Matematikk 2P;3;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 1;NAT1001;Naturfag, vg1 yrkesfaglig utdanningsprogram;29;3,64;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;NAT1001;Naturfag, vg1 yrkesfaglig utdanningsprogram;1;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;3;3,60;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;3;-;0,00
2017/18;Greveskogen videregående skole;YF;RM;vg 2;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;1;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;2;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 1;NOR1204;Norsk, vg1 yrkesfaglige utdanningsprogram;30;3,30;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;NOR1204;Norsk, vg1 yrkesfaglige utdanningsprogram;1;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;2;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;20;4,60;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;1;3,80;-
2017/18;Greveskogen videregående skole;YF;RM;vg 1;RMF1001;Råstoff og produksjon;30;3,70;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;RMF1001;Råstoff og produksjon;1;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;RFG2001;Råvarer og produksjon;10;3,45;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;MFG2001;Råvarer, produksjon og kvalitet;9;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;MFG2002;Salg og marked;9;3,30;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;SAF1001;Samfunnsfag;22;3,90;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;RFG2003;Servering, bransje og miljø;9;3,74;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;RFG2004;Tverrfaglig eksamen kokk- og servitørfag;8;3,27;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;MFG2004;Tverrfaglig eksamen matfag;9;4,90;-
2017/18;Greveskogen videregående skole;YF;RM;vg 1;YFF4105;Yrkesfaglig fordypning vg1;1;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 1;YFF4106;Yrkesfaglig fordypning vg1;30;3,68;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;YFF4204;Yrkesfaglig fordypning vg2;1;-;-
2017/18;Greveskogen videregående skole;YF;RM;vg 2;YFF4209;Yrkesfaglig fordypning vg2;19;4,80;-
2017/18;Greveskogen videregående skole;YF;SS;vg 1;SSA1005;Administrasjon og økonomi;37;3,78;1,00
2017/18;Greveskogen videregående skole;YF;SS;vg 2;ISF2002;Bruker- og driftsstøtte;16;4,19;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;ISF2001;Drift og vedlikehold;16;3,55;-
2017/18;Greveskogen videregående skole;YF;SS;vg 1;ENG1001;Engelsk, vg1 yrkesfaglige utdanningprogram;36;2,67;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;34;3,74;-
2017/18;Greveskogen videregående skole;YF;SS;vg 1;KRO1004;Kroppsøving vg1;36;3,99;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;KRO1005;Kroppsøving vg2;34;4,44;-
2017/18;Greveskogen videregående skole;YF;SS;vg 1;SSA1006;Markedsføring og salg;37;2,92;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;SSS2001;Markedsføring og salg;21;-;-
2017/18;Greveskogen videregående skole;YF;SS;vg 1;MAT1001;Matematikk 1P-Y;35;3,06;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;MAT1001;Matematikk 1P-Y;1;-;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;MAT1015;Matematikk 2P;5;-;-
2017/18;Greveskogen videregående skole;YF;SS;vg 1;NAT1001;Naturfag, vg1 yrkesfaglig utdanningsprogram;35;3,89;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;5;4,60;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;5;3,60;-0,25
2017/18;Greveskogen videregående skole;YF;SS;vg 2;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;5;-;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;5;-;-
2017/18;Greveskogen videregående skole;YF;SS;vg 1;NOR1204;Norsk, vg1 yrkesfaglige utdanningsprogram;35;3,36;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;5;4,60;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;35;4,20;-0,36
2017/18;Greveskogen videregående skole;YF;SS;vg 2;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;5;3,90;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;SAF1001;Samfunnsfag;40;4,37;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;SSS2002;Sikkerhet;21;3,71;-
2017/18;Greveskogen videregående skole;YF;SS;vg 1;SSA1007;Sikkerhet og transport;37;3,37;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;ISF2004;Tverrfaglig eksamen IKT-servicefag;15;3,80;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;SSS2004;Tverrfaglig eksamen salg, service og sikkerhet;19;3,59;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;ISF2003;Virksomhetsstøtte;16;4,40;-
2017/18;Greveskogen videregående skole;YF;SS;vg 1;YFF4106;Yrkesfaglig fordypning vg1;38;2,78;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;YFF4204;Yrkesfaglig fordypning vg2;2;-;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;YFF4209;Yrkesfaglig fordypning vg2;36;3,00;-
2017/18;Greveskogen videregående skole;YF;SS;vg 2;SSS2003;Økonomi og administrasjon;21;4,13;-
2017/18;Greveskogen videregående skole;YF;SS;vg 1;-;-;1;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;REA3001;Biologi 1;49;4,66;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3001;Biologi 1;3;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3002;Biologi 2;18;4,39;-0,33
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3003;Biologi 2, muntlig-praktisk;6;3,73;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;IDR3004;Breddeidrett 1;39;4,29;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;IDR3005;Breddeidrett 2;31;3,95;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;PSP5518;Dari nivå I;2;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;PSP5519;Dari nivå I, muntlig;2;3,00;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;PSP5520;Dari nivå II;2;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;PSP5521;Dari nivå II, muntlig;2;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 1;ENG1002;Engelsk, vg1 studieforberedende utdanningsprogram;217;3,98;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;SAM3028;Entreprenørskap og bedriftsutvikling 1;32;3,56;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;SAM3029;Entreprenørskap og bedriftsutvikling 2;29;3,64;-0,21
2017/18;Greveskogen videregående skole;SF;ST;vg 3;SAM3030;Entreprenørskap og bedriftsutvikling 2, muntlig-praktisk;5;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;FSP5020;Fransk I;9;-;1,00
2017/18;Greveskogen videregående skole;SF;ST;vg 1;FSP5019;Fransk I, 1. år;15;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;FSP5023;Fransk II;41;4,50;-0,11
2017/18;Greveskogen videregående skole;SF;ST;vg 1;FSP5022;Fransk II, 1. år;40;4,65;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;FSP5027;Fransk II, muntlig;12;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;PSP5017;Fransk nivå III;1;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;IDR3007;Friluftsliv 1;20;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;IDR3007;Friluftsliv 1;24;3,95;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;REA3004;Fysikk 1;81;4,32;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3004;Fysikk 1;3;3,63;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3005;Fysikk 2;22;5,23;-0,42
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3006;Fysikk 2, muntlig-praktisk;5;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 1;GEO1001;Geografi;217;4,55;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;SAM3001;Historie og filosofi 1;21;3,78;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;SAM3001;Historie og filosofi 1;4;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;SAM3002;Historie og filosofi 2;28;3,95;-0,47
2017/18;Greveskogen videregående skole;SF;ST;vg 2;HIS1001;Historie vg2 studieforberedende utdanningsprogram;241;4,20;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;HIS1001;Historie vg2 studieforberedende utdanningsprogram;2;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;HIS1002;Historie vg3 studieforberedende utdanningsprogram;25;4,05;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;HIS1002;Historie vg3 studieforberedende utdanningsprogram;187;4,19;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;REA3014;Informasjonsteknologi 1;55;3,73;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3014;Informasjonsteknologi 1;2;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3015;Informasjonsteknologi 2;25;4,01;-0,78
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3016;Informasjonsteknologi 2, muntlig-praktisk;6;4,62;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;SPR3009;Internasjonal engelsk, muntlig;51;5,45;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;SPR3009;Internasjonal engelsk, muntlig;9;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;SPR3008;Internasjonal engelsk, skriftlig;51;-;-0,57
2017/18;Greveskogen videregående skole;SF;ST;vg 3;SPR3008;Internasjonal engelsk, skriftlig;9;4,11;-0,25
2017/18;Greveskogen videregående skole;SF;ST;vg 3;FSP6072;Islandsk I;1;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;FSP6088;Islandsk I, muntlig;1;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;PSP5732;Islandsk nivå II;1;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;PSP5733;Islandsk nivå II, muntlig;2;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;REA3011;Kjemi 1;75;4,09;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3011;Kjemi 1;3;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3012;Kjemi 2;23;3,94;-0,08
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3013;Kjemi 2, muntlig-praktisk;5;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 1;KRO1004;Kroppsøving vg1;217;4,37;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;KRO1005;Kroppsøving vg2;241;3,92;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;KRO1005;Kroppsøving vg2;2;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;KRO1006;Kroppsøving vg3;209;3,87;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;KDA2002;Kunst og visuelle virkemidler 2;6;4,00;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;KDA2002;Kunst og visuelle virkemidler 2;9;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;SAM3005;Markedsføring og ledelse 1;39;3,01;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;SAM3005;Markedsføring og ledelse 1;18;3,85;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;SAM3006;Markedsføring og ledelse 2;30;3,88;-0,94
2017/18;Greveskogen videregående skole;SF;ST;vg 3;SAM3007;Markedsføring og ledelse 2, muntlig;7;3,69;-
2017/18;Greveskogen videregående skole;SF;ST;vg 1;MAT1011;Matematikk 1P;123;3,85;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;MAT1011;Matematikk 1P;1;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 1;MAT1013;Matematikk 1T;108;4,62;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;MAT1015;Matematikk 2P;135;3,25;-0,73
2017/18;Greveskogen videregående skole;SF;ST;vg 3;MAT1015;Matematikk 2P;4;3,00;-
2017/18;Greveskogen videregående skole;SF;ST;vg 1;REA3022;Matematikk R1;7;-;-
2017/18;Greveskogen videregående skole;SF;ST;vg 2;REA3022;Matematikk R1;62;4,55;-0,50
2017/18;Greveskogen videregående skole;SF;ST;vg 2;REA3024;Matematikk R2;4;5,33;0,00
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3024;Matematikk R2;29;4,38;-0,54
2017/18;Greveskogen videregående skole;SF;ST;vg 2;REA3026;Matematikk S1;60;4,31;-0,43
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3028;Matematikk S2;37;4,57;-1,00
2017/18;Greveskogen videregående skole;SF;ST;vg 3;REA3029;Matematikk S2, muntlig;7;5,54;-
2017/18;Greveskogen videregående skole;SF;ST;vg 3;SAM3009;Medie- og informasjonskunnskap 2;12;-;-0,67
